,fit_field,fitted IRM comoponent 1,fitted IRM comoponent 2,fitted IRM comoponent 3,measured_field_log,measured_gradient_norm
49,1.799592216383465,0.009058935065794046,0.4375230149736019,0.21162141731074538,2.866972215920721,0.01708281972217748
50,1.829705700800223,0.007283120444110241,0.3796263321188514,0.21173762596644832,2.903724624458951,0.009844128487383723
51,1.8598191852169812,0.005820556438371284,0.3243580965604245,0.21062006396191538,2.9403063590935994,0.0026791760427587762
52,1.8899326696337393,0.004624859739215444,0.2729244880823366,0.20829651409902436,2.976799174910574,0.0044857764018671874
53,1.9200461540504974,0.003654292070936219,0.22617709254823334,0.20481689287072985,3.013931279543467,0.008897814013565564
54,1.9501596384672555,0.0028718699063003715,0.1846223514372022,0.20025137936898485,3.050244767542904,-0.0005161715311745578
55,1.9802731228840136,0.00224528349949822,0.14845417332393465,0.19468794177083748,3.086980925821125,-0.014114833417928093
56,2.010386607300772,0.0017466734167932054,0.11760267459010874,0.1882293862032788,3.1233409631865485,-0.003711519105105859
57,2.0405000917175298,0.0013523082794014744,0.09179174577847043,0.18099006904929682,3.159885278631971,0.004977368336317452
58,2.070613576134288,0.0010422015652532459,0.07059875902346197,0.17309242138634076,3.196049831474461,0.018957013972272105
59,2.100727060551046,0.0007996987645726017,0.05351097449048396,0.16466343337165695,3.232520666044211,0.027129729882521873
60,2.1308405449678043,0.000611059541358614,0.03997477289099816,0.15583123770007803,3.2688364592763697,0.0091067405857068
61,2.160954029384562,0.0004650532682426261,0.029435463131131646,0.14672191591556538,3.30526643722137,-0.00024579596722665764
62,2.1910675138013205,0.0003525806820963268,0.021366875033174592,0.1374566308485414,,
63,2.2211809982180784,0.00026632962835317965,0.015291110104131884,0.12814916446022312,,
64,2.2512944826348367,0.000200468990584628,0.01078962895363863,0.11890391463924699,,
65,2.2814079670515945,0.0001503819219434506,0.007507307111490613,0.10981437867778884,,
66,2.311521451468353,0.00011243733173648657,0.0051512416231860115,0.10096212673737352,,
67,2.3416349358851107,8.379712343420487e-05,0.0034860131182418014,0.09241624682311579,,
68,2.371748420301869,6.225580372651615e-05,0.002326882380214237,0.084233224534083,,
69,2.401861904718627,4.6108658491079765e-05,0.001532100004845236,0.07645720673003775,,
70,2.4319753891353852,3.404460254464068e-05,0.000995190822886698,0.0691205885064909,,
71,2.462088873552143,2.5059952876876855e-05,0.0006377819104933391,0.0622448574547092,,
72,2.4922023579689014,1.838966494127246e-05,0.0004032976995662446,0.05584162779694446,,
73,2.5223158423856593,1.3452942230605217e-05,0.000251657345655265,0.04991379912284127,,
74,2.5524293268024176,9.810531720558045e-06,0.00015497734931369225,0.04445677946288674,,
75,2.5825428112191755,7.131417643899553e-06,9.419940431329917e-05,0.03945971959305874,,
76,2.612656295635934,5.167001452696296e-06,5.65195032162757e-05,0.03490671402700869,,
77,2.6427697800526917,3.7311941568347793e-06,3.347882992143199e-05,0.030777933407372518,,
78,2.67288326446945,2.685142826697974e-06,1.9580245633026064e-05,0.027050662320935986,,
79,2.702996748886208,1.925565021464539e-06,1.1308338314448925e-05,0.023700225404228094,,
80,2.733110233302966,1.3758754115770248e-06,6.450178319632495e-06,0.020700792571301266,,
81,2.763223717719724,9.794618124942959e-07,3.6341164616042796e-06,0.01802606100845239,,
82,2.7933372021364824,6.946079548659499e-07,2.022759448382766e-06,0.015649817091064864,,
83,2.8234506865532403,4.906724767812501e-07,1.1124328012866167e-06,0.013546385547318211,,
84,2.8535641709699986,3.4522250720334493e-07,6.045812300199557e-07,0.011690976076826393,,
85,2.8836776553867565,2.418900416055977e-07,3.24754188412149e-07,0.010059939354269166,,
86,2.913791139803515,1.6877377183186551e-07,1.7244160153565126e-07,0.008630945080476734,,
87,2.9439046242202727,1.1725123852122409e-07,9.052818054769511e-08,0.007383094682350017,,
88,2.974018108637031,8.109870681257028e-08,4.69943640064889e-08,0.00629698060943917,,
89,3.004131593053789,5.5841124630476345e-08,2.4126340553411136e-08,0.00535470311919524,,
90,3.034245077470547,3.8273592765458875e-08,1.2251269422026938e-08,0.004539854153073466,,
91,3.064358561887305,2.6110293902041875e-08,6.154190382045286e-09,0.0038374765211719748,,
92,3.0944720463040634,1.7727844191742903e-08,3.0585274140313504e-09,0.0032340052415868164,,
93,3.1245855307208212,1.1978365181542406e-08,1.5040120096087137e-09,0.0027171965985156353,,
94,3.1546990151375796,8.053860860108347e-09,7.318589567754101e-10,0.0022760493382715857,,
95,3.1848124995543374,5.388213886382184e-09,3.524306331691867e-10,0.0019007214387138243,,
96,3.2149259839710957,3.5866626502002477e-09,1.6796394067295874e-10,0.0015824450702992155,,
97,3.2450394683878536,2.37527430496386e-09,7.92270271931072e-11,0.00131344170765749,,
98,3.275152952804612,1.5649076970255992e-09,3.698767776121611e-11,0.0010868388323247993,,
99,3.30526643722137,1.025631089659952e-09,1.70911605538088e-11,0.00089658926862217,,
