,fit_field,fitted IRM comoponent 1,fitted IRM comoponent 2,fitted IRM comoponent 3,measured_field_log,measured_gradient_norm
0,0.3240314799623181,0.02778490586865007,8.364409565303555e-06,0.0016452905708318945,,
1,0.3541449643790762,0.033982952088289296,1.3891477807495744e-05,0.0019478800446691398,0.3240314799623181,0.08807692922182224
2,0.3842584487958343,0.041118429779680186,2.287276506961807e-05,0.002298728207899425,0.5192755243430952,0.09775858657487005
3,0.4143719332125924,0.04916861190344046,3.733040677115279e-05,0.002704061156201557,0.6629980433805381,0.1264289041309699
4,0.4444854176293505,0.0580631269645085,6.037967420869266e-05,0.0031706390956220175,0.7787513924170658,0.18502048094896903
5,0.47459890204610866,0.06769543724771769,9.676268321130756e-05,0.0037057560279348772,0.8774643578702733,0.24646809629794397
6,0.5047123864628668,0.07794198681218836,0.0001536086200363843,0.0043172306492118345,0.9639271568750323,0.2890729313504153
7,0.5348258708796249,0.08868115760396185,0.00024149760406227958,0.005013387453047473,1.0423975057873602,0.365647494171563
8,0.564939355296383,0.09980353870547433,0.00037592150629781566,0.005803027190667559,1.1137218056218583,0.45849980889363534
9,0.595052839713141,0.11120898299473843,0.0005792492974424406,0.006695386060085535,1.1796681044672899,0.5397873619087531
10,0.6251663241298991,0.12279250771272796,0.0008833131530746314,0.007700083270408786,1.2417710404330842,0.6391457115363108
11,0.6552798085466572,0.1344265394298716,0.0013327293928866786,0.00882705694244692,1.3005209214299431,0.7188530422781352
12,0.6853932929634153,0.14594831628143756,0.0019890485904968825,0.010086488640573892,1.3562848261023603,0.790997231108429
13,0.7155067773801734,0.15715813659636213,0.0029357837911257816,0.011488717150290411,1.409716598067764,0.8701171094885843
14,0.7456202617969315,0.16782887517854653,0.004284286152535477,0.013044142377183461,1.4612820759478702,0.9505446224143795
15,0.7757337462136896,0.17772283498150215,0.006180315840321399,0.014763120392572455,1.5121930027563748,0.9983771321263933
16,0.8058472306304477,0.1866104049099059,0.008810988053964526,0.01665585062974944,1.560146796443769,1.0
17,0.8359607150472059,0.1942860432945423,0.012411560768385548,0.018732255983348003,1.6076108051192162,0.9971923955643656
18,0.866074199463964,0.20057940927991308,0.017271282031814952,0.021001856033389988,1.653294249955785,0.9724382837050792
19,0.8961876838807221,0.20536155474612447,0.023737251856864802,0.023473632776458735,1.698407663363309,0.9346053684297199
20,0.9263011682974802,0.20854722141072454,0.032215011489325936,0.026155887105492895,1.7424544964571218,0.8622467226180213
21,0.9564146527142383,0.2100944959650085,0.04316439870729592,0.029056082891918248,1.7859423276894033,0.7729853026301393
22,0.9865281371309964,0.21000278468258832,0.05708915920088739,0.03218067400521429,1.8286548061102246,0.6898472746757645
23,1.0166416215477545,0.20830968677265382,0.0745189417109218,0.03553490813994308,1.8707112559194847,0.6106124866809315
24,1.0467551059645126,0.20508708175287466,0.09598268248229955,0.0391226001610795,1.912185376502146,0.5181686234073957
25,1.0768685903812707,0.20043662812998034,0.12197303745925656,0.042945867133991816,1.9532342109613154,0.41920502210320226
26,1.1069820747980288,0.1944848430565698,0.15290245047555454,0.04700481761612796,1.9937254580651174,0.3299134921093348
27,1.1370955592147869,0.18737793510741704,0.18905260968858073,0.05129718948669743,2.0342766278548905,0.258989065766398
28,1.167209043631545,0.17927656128169567,0.2305203476587365,0.05581793385300998,2.0744836465212715,0.21607923478799468
29,1.197322528048303,0.17035066609618468,0.27716433540068247,0.06055874755359545,2.113821732824382,0.17231526282348267
30,1.2274360124650612,0.16077453899967342,0.3285580171021303,0.06550756345470923,2.1530708981921665,0.13856133162423265
31,1.2575494968818193,0.15072220257486238,0.38395491671819854,0.07064801585118545,2.191914685032378,0.10679220286032745
32,1.2876629812985774,0.14036322221410352,0.4422725138079728,0.07595890731091189,2.230583276415879,0.08266118377795778
33,1.3177764657153355,0.12985900937829653,0.5021001708795864,0.08141371245052527,2.269241074851564,0.08175173869922302
34,1.3478899501320936,0.11935967440941209,0.5617350177331473,0.08698016237035434,2.307305805224043,0.07309357575370252
35,1.3780034345488517,0.10900146960747006,0.6192472961577699,0.09261995962730993,2.345497236934228,0.0638455024868407
36,1.4081169189656098,0.0989048474612149,0.6725736156291836,0.09828867647159595,2.3834200139979,0.08841895431021611
37,1.4382304033823679,0.08917314173247226,0.7196331820480697,0.10393588752624351,2.421332901784958,0.07219027557414832
38,1.468343887799126,0.07989186053850644,0.7584587670031406,0.10950558135122002,2.4588732861006646,0.051887528681317276
39,1.498457372215884,0.07112856138292886,0.7873314772972654,0.1149368830680774,2.4971808852855135,0.07476498833083647
40,1.5285708566326421,0.06293325947634913,0.8049067430226821,0.12016510267714181,2.5344631013017604,0.06479796185983942
41,1.5586843410494002,0.055339304083929786,0.8103187447525784,0.1251231017866857,2.5715724675503067,0.07593251917515802
42,1.5887978254661583,0.04836464437157858,0.8032519372367966,0.12974294675142345,2.6089524169083735,0.07668219687519608
43,1.6189113098829164,0.042013397315166276,0.7839713418451201,0.1339577907935064,2.645901399248353,0.052354541019045284
44,1.6490247942996745,0.036277626254162504,0.7533075501687833,0.13770390401806837,2.6829843223083363,0.0451404293809748
45,1.6791382787164326,0.03113923967798761,0.7125973511511445,0.14092275089675155,2.7199281144950995,0.032033359428672546
46,1.7092517631331907,0.026571925428383207,0.6635858602942193,0.14356300212391437,2.7567329200246666,0.029397197680177727
47,1.7393652475499488,0.022543044908256725,0.6083002621581146,0.14558236357849277,2.7936672705908507,0.015767811297519335
48,1.769478731966707,0.019015424084268425,0.5489081548258641,0.1469491104900007,2.830301695765619,0.009045291593901153
